Transcript	Length
CEP85L__chr6	8057
KRT16__chr17	1725
LOC375295__chr2	1061
MIR4251__chr1	62
HSPB2-C11orf52__chr11	1532
SPATA25__chr20	721
PSORS1C3__chr6	596
C1orf65__chr1	2099
GMPR2__chr14	2283
GRHPR__chr9	1244
RPL23AP64__chr11	634
LINC00622__chr1	1591
PSMA4__chr15	1230
ALG8__chr11	1757
ZNF214__chr11	2671
MIR3690__chrX	76
ST7__chr7	3176
RASSF10__chr11	2685
PLA2G7__chr6	1996
PPFIA4__chr1	5062
HARS__chr5	2318
LEPREL1__chr3	3950
GOLPH3__chr5	2680
BOLL__chr2	3082
HS2ST1__chr1	7272
TUBA3C__chr13	1556
FEV__chr2	1882
AIPL1__chr17	2977
CDS1__chr4	4551
TMEM202__chr15	1301
RPL32__chr3	1863
FAM46B__chr1	2376
RPRD2__chr1	7829
TTTY9B__chrY	3284
RNF169__chr11	7829
OR13A1__chr10	2082
FLJ40288__chr7	2003
SPATA6__chr1	5017
NUDT4P1__chr12	3782
MIR219-2__chr9	98
KIF12__chr9	2019
ADH1C__chr4	1482
TM6SF2__chr19	1493
RTKN2__chr10	6653
PIGN__chr18	4906
KCNAB1-AS1__chr3	459
POLR2J3__chr7	1689
RSAD2__chr2	3518
SPIC__chr12	975
FSTL4__chr5	5398
TMEM229A__chr7	2555
PLD1__chr3	6052
PIGC__chr1	1502
PTGES3L-AARSD1__chr17	2291
SPINK7__chr5	553
CYP8B1__chr3	3951
HDAC4__chr2	9003
PSPN__chr19	473
MIR181C__chr19	111
ANKRD32__chr5	3834
LOC283403__chr12	1296
L3HYPDH__chr14	1386
MIR3157__chr10	86
CLEC17A__chr19	2176
MGLL__chr3	4818
FREM3__chr4	6631
A1BG-AS1__chr19	2134
MNX1__chr7	2618
PCDHGB2__chr5	4621
CDIPT__chr16	1880
SERPIND1__chr22	2226
MICALL2__chr7	3116
FAM208B__chr10	8647
NEURL1B__chr5	6412
MIR99A__chr21	82
HIST1H2AC__chr6	547
NPPB__chr1	701
FAM183B__chr7	1649
VWA9__chr15	2885
UNC13A__chr19	9880
DACH2__chrX	2522
NIPAL4__chr5	3285
ATAD5__chr17	6265
CRYGN__chr7	727
NFKBIZ__chr3	4211
POF1B__chrX	3965
LIG3__chr17	3921
RFX4__chr12	4397
LOC100289495__chr6	3910
AP1S2__chrX	2335
PTOV1-AS1__chr19	2152
COQ10A__chr12	1811
SENP3__chr17	2506
PARPBP__chr12	3092
LOC100505495__chr19	3476
FAM177B__chr1	1351
SLC5A12__chr11	6268
MIR4536-1__chrX	62
SLC30A4__chr15	4291
MIR4656__chr7	76
KTI12__chr1	1697
MLL4__chr19	8506
STRN__chr2	14128
POU4F1-AS1__chr13	2424
LOC730102__chr1	2984
DIAPH2__chrX	5156
MIR4465__chr6	71
MIR194-2__chr11	86
MYADML__chr2	2158
NME6__chr3	1175
NAF1__chr4	2322
LIPT2__chr11	962
OTOR__chr20	1481
MYO5C__chr15	7016
HERPUD2__chr7	2919
TUSC5__chr17	3599
HHATL__chr3	2013
DGAT2__chr11	2462
EVPL__chr17	6609
TRAPPC8__chr18	6283
NFIX__chr19	5905
EDC3__chr15	4079
CKB__chr14	1466
DIAPH3__chr13	5167
GATA1__chrX	1485
SNORD125__chr22	97
MPP6__chr7	2200
C19orf70__chr19	904
ATP13A5__chr3	3687
MIR548F1__chr1	86
SCARB2__chr4	4779
MIR2392__chr14	85
GRAMD3__chr5	3533
TCN1__chr11	1576
MIR193A__chr17	89
TRADD__chr16	1487
CHRNA9__chr4	2281
NUB1__chr7	3188
BIN1__chr2	2734
AKR1C3__chr10	1990
GPX2__chr14	1503
LOC650293__chr4	652
AIG1__chr6	1391
UNC13C__chr15	8171
SLC19A2__chr1	3642
FAM25G__chr10	1011
DLC1__chr8	8617
SCAMP3__chr1	1581
LOC283332__chr12	2343
REXO1__chr19	4597
FAM205B__chr9	6134
HMHA1__chr19	5761
DUSP5__chr10	2532
ATP6V1D__chr14	1815
PP2D1__chr3	2452
OR5D13__chr11	946
LOC100130451__chr2	1729
UGT1A3__chr2	2350
TMEM60__chr7	875
MATN3__chr2	2591
FLJ38576__chr4	2460
PJA1__chrX	2882
MIR3618__chr22	89
GKN1__chr2	826
JMY__chr5	9140
TTC33__chr5	5511
GPR34__chrX	1931
WIPI2__chr7	4768
APOE__chr19	1184
MIR4709__chr14	73
KLRF2__chr12	737
SRP72__chr4	3895
CARD11__chr7	4386
SELENBP1__chr1	1974
MIR488__chr1	84
ZC3HAV1L__chr7	1758
DCDC2__chr6	4831
TSPAN2__chr1	3220
SNORD33__chr19	84
PRSS42__chr3	887
C2orf48__chr2	731
MRPL52__chr14	1306
TCAIM__chr3	5484
HOXD1__chr2	1977
TUFT1__chr1	3124
EPHA1-AS1__chr7	5021
LPGAT1__chr1	7790
WEE1__chr11	4059
FAAH__chr1	2110
RGS5__chr1	7433
CMTM2__chr16	1066
WFDC9__chr20	664
PKD1P1__chr16	6326
MKL2__chr16	8651
CD99P1__chrY	3327
MIR16-2__chr3	82
SLC9A3__chr5	2794
ACP6__chr1	1818
ANKRA2__chr5	2207
WDR89__chr14	3669
ACAD8__chr11	2212
TRABD2B__chr1	7036
RELN__chr7	11636
MIR615__chr12	97
PRKACG__chr9	1592
WDR61__chr15	1201
FAM84B__chr8	5483
CHI3L1__chr1	1847
XBP1__chr22	1825
AXL__chr19	4757
HTR1A__chr5	2246
PMCHL2__chr5	1846
LGR4__chr11	5265
HS6ST1__chr2	3954
NIT1__chr1	3204
GSC__chr14	1192
OIT3__chr10	2370
SIRT7__chr17	1741
SLC13A3__chr20	4250
CCDC86__chr11	2019
RAD51__chr15	2431
KRT78__chr12	1787
GPAT2__chr2	2846
BSG__chr19	2401
LOC100507156__chr8	4377
DROSHA__chr5	5533
CYP1A1__chr15	2615
SNORD34__chr19	67
RNMTL1__chr17	1805
PPFIBP2__chr11	4067
EFCAB6__chr22	4961
LOC148145__chr19	3446
HDAC10__chr22	2726
MIR4454__chr5	53
SFTA1P__chr10	697
INSC__chr11	3034
SAMD5__chr6	6326
CDC25C__chr5	2129
CECR7__chr22	2730
ECSIT__chr19	1828
SNORD114-12__chr14	75
MIR4524A__chr17	70
DAZ4__chrY	14702
OR6C75__chr12	940
ADH1B__chr4	2691
PPP6C__chr9	4358
GGH__chr8	1501
CTSW__chr11	1306
ZPBP__chr7	1234
PDZRN3__chr3	4171
SLC6A1-AS1__chr3	587
CD52__chr1	507
PLEKHF2__chr8	2967
EPHX4__chr1	1450
LOC100506393__chr12	529
AQP9__chr15	3027
HOXB7__chr17	1368
MIR383__chr8	74
GINS3__chr16	2395
CETN1__chr18	1157
SLAMF9__chr1	1160
EXD3__chr9	2903
GOLGA8B__chr15	6574
LOC100505841__chr5	444
ACTR3BP2__chr2	1339
LSM10__chr1	852
EDF1__chr9	770
KLC4__chr6	3200
GTF2A1__chr14	6498
SMTNL2__chr17	2412
FXYD6__chr11	2428
FUK__chr16	3931
CDH4__chr20	6830
MIR302F__chr18	52
SLC2A3__chr12	3948
LOC100506844__chr12	702
C10orf90__chr10	3089
MIR1297__chr13	78
LINC00840__chr10	1979
EFHD1__chr2	2112
ROR2__chr9	4106
MATN4__chr20	2263
RBM38__chr20	2392
A2ML1__chr12	5400
SLC6A8__chrX	3668
PARP16__chr15	2540
NCF2__chr1	2510
C11orf88__chr11	802
SNORA30__chr16	130
DYM__chr18	2645
ACOX2__chr3	2324
C19orf6__chr19	2719
ZNF707__chr8	2293
KIAA1107__chr1	4565
KIAA0754__chr1	6980
PPP2R5C__chr14	5053
TMEM125__chr1	1790
SRR__chr17	2485
SNAR-B1__chr19	242
FAM43A__chr3	3146
CCDC105__chr19	1758
SOS2__chr14	5336
SNORA24__chr4	132
ZNF619__chr3	4190
GPR85__chr7	5317
RPL36AL__chr14	524
EPN3__chr17	3937
NR5A1__chr9	3102
GPRASP2__chrX	3980
GRIK5__chr19	3552
SPR__chr2	1462
OR6N1__chr1	940
CECR3__chr22	1917
SMCR8__chr17	8312
POLE2__chr14	1964
MIR3619__chr22	84
HES6__chr2	1374
PRL__chr6	1461
ATP6V1G2__chr6	1606
OR12D3__chr6	1870
IPO11-LRRC70__chr5	1822
PRNT__chr20	2335
PPAN-P2RY11__chr19	3282
KRTAP1-5__chr17	1177
DHX57__chr2	4849
TEDDM1__chr1	2501
NLRC4__chr2	3527
OR6C68__chr12	940
MIR190A__chr15	86
SUN3__chr7	1446
MEGF11__chr15	5937
LINC00624__chr1	3377
PRKAR2A__chr3	2392
DNAJC8__chr1	1773
SIGLEC6__chr19	2163
ZNF398__chr7	5799
RILPL2__chr12	1439
ATG14__chr14	4753
SSX6__chrX	1294
FTSJD1__chr16	4224
FRG1B__chr20	954
PADI4__chr1	2281
ENPP1__chr6	7467
ZDHHC23__chr3	3782
LOC729080__chr5	1071
GNAO1__chr16	7934
FRMPD2P1__chr10	3906
USP17L18__chr4	3188
ASXL2__chr2	7186
MARCH11__chr5	1532
ESPNL__chr2	4692
C22orf28__chr22	2078
BEST3__chr12	3750
LOC256021__chr12	2451
UPK1B__chr3	2066
MAT2B__chr5	2523
ATP2A1__chr16	3559
CCER1__chr12	2963
DCTN4__chr5	4328
GABBR2__chr9	5807
FAM74A4__chr9	1862
ZNF32-AS3__chr10	1933
CTAGE15P__chr7	2588
HTRA4__chr8	2119
FMO9P__chr1	1369
CRELD1__chr3	2901
MIR4718__chr16	52
KRTAP21-2__chr21	253
PDZK1P1__chr1	7014
MIR4511__chr15	88
LOC100131289__chr6	831
PEX5__chr12	4331
GLS2__chr12	2641
ACADS__chr12	1927
CCDC79__chr16	2465
EIF2B1__chr12	1879
RPS19__chr19	855
CYP2C19__chr10	1482
TRIAP1__chr12	1184
SNORA80B__chr2	137
POTEA__chr8	1990
DDAH1__chr1	4490
FUT8__chr14	5663
FOXD2__chr1	4676
LINC00592__chr12	1058
S1PR5__chr19	2513
GLT25D1__chr19	3605
GCDH__chr19	1834
LUZP1__chr1	8492
FAHD2CP__chr2	856
RNF135__chr17	2226
POLR3B__chr12	4443
LINC00559__chr13	3871
KY__chr3	5715
TCF24__chr8	2454
SNORD113-6__chr14	75
RASSF5__chr1	4157
MIR4647__chr6	81
RBM26__chr13	3634
PPCDC__chr15	2225
PCSK7__chr11	3501
LOC100506136__chr7	1582
SPRY3__chrY	9040
AIMP2__chr7	1223
C16orf96__chr16	3442
FBXW9__chr19	1747
TEX101__chr19	1749
CDKN1C__chr11	1933
CEP152__chr15	5664
COL4A6__chrX	6861
SNORD59B__chr12	76
GMPPB__chr3	1650
USP51__chrX	4405
C7orf45__chr7	1159
C12orf23__chr12	3373
PAM__chr5	5362
OR13C9__chr9	958
MAL2__chr8	2824
NARF__chr17	2097
KRTAP12-1__chr21	589
CXorf31__chrX	524
MT1IP__chr16	2006
REN__chr1	1475
MGAT2__chr14	2712
KLF8__chrX	5427
TEX37__chr2	800
ARNT2__chr15	6577
ODF3L1__chr15	1197
PGRMC2__chr4	3793
C7orf49__chr7	2089
AES__chr19	1951
B3GNT9__chr16	2707
SPINK13__chr5	514
OCIAD1__chr4	2341
SPRR2A__chr1	679
GNAT3__chr7	1073
SCARNA6__chr2	267
FGF17__chr8	1227
CSNK1E__chr22	2903
C5orf63__chr5	6330
CREB3L2__chr7	7648
OR11H12__chr14	982
TMEM127__chr2	4597
IL1R1__chr2	4918
DEFB104B__chr8	566
FAM210A__chr18	4389
EVX2__chr2	1620
HPX__chr11	1633
ZNF625-ZNF20__chr19	3423
SBDS__chr7	1610
RNF40__chr16	6039
GPR142__chr17	1393
ZNF37A__chr10	7037
FBXL8__chr16	1602
CCDC102B__chr18	2930
NAT9__chr17	1882
KIAA0146__chr8	3381
DNAJC1__chr10	2103
HMGN5__chrX	2133
INPP5B__chr1	4478
CHID1__chr11	3833
FOXRED1__chr11	2206
CSNK2A1__chr20	2850
IQCK__chr16	2562
EYA3__chr1	6044
TTC12__chr11	2337
TMIE__chr3	1865
SON__chr21	9216
LY6G5C__chr6	729
CNTD2__chr19	1822
LOC348761__chr2	3515
ANXA6__chr5	3142
NGDN__chr14	1598
ZFP106__chr15	10479
CIRBP__chr19	3270
DPYSL2__chr8	5253
SOGA2__chr18	6109
PPM1G__chr2	2312
LOC284344__chr19	1730
WNT5B__chr12	2317
ZNF549__chr19	4125
IL22__chr12	1152
PCBP4__chr3	2270
TNPO3__chr7	4597
MIRLET7DHG__chr9	1353
ZBTB9__chr6	2713
KLHL40__chr3	2425
TDRG1__chr6	1087
MEP1A__chr6	2943
PHF12__chr17	4828
OR2T8__chr1	940
CMPK1__chr1	3515
BCL9__chr1	6286
EFCAB10__chr7	769
SPON2__chr4	2486
ITGB3__chr17	4909
RBMXL3__chrX	3470
ALG6__chr1	3386
SQSTM1__chr5	3347
C17orf82__chr17	1531
CCRL2__chr3	1869
CEACAM22P__chr19	3024
DNAJA2__chr16	3057
RRM1__chr11	3210
GABRA5__chr15	3169
ART1__chr11	1317
FCRL5__chr1	5407
LRP2BP__chr4	5166
DOCK9__chr13	8104
ZNF577__chr19	3396
TBX19__chr1	2830
SMPD2__chr6	1690
CRABP1__chr15	776
FRMD8__chr11	3762
ABCG2__chr4	4777
DNAJC18__chr5	5110
SNORD116-12__chr15	95
PTRF__chr17	3636
KCNK1__chr1	2164
TMEM169__chr2	3465
MIR3154__chr9	85
HMGB4__chr1	2345
SNORA33__chr6	134
CTBP1-AS1__chr4	2932
TSSK4__chr14	1327
PBRM1__chr3	7604
KDM5D__chrY	5609
SNORD42B__chr17	68
MIR503__chrX	72
ETV2__chr19	1494
LOC643669__chr19	1062
DDX51__chr12	4732
TCP11__chr6	2146
AZI1__chr17	3645
FUS__chr16	5134
FER1L6-AS1__chr8	2321
MID2__chrX	7355
MYBPC1__chr12	4061
FAM86B3P__chr8	2563
FGF8__chr10	1117
TPT1-AS1__chr13	1537
FIBCD1__chr9	3331
KRTAP4-7__chr17	939
ETV5__chr3	4115
MBIP__chr14	1657
HIBADH__chr7	2006
SCARNA17__chr18	422
CBL__chr11	11247
TMEM52__chr1	963
CAV2__chr7	3309
SCYL1__chr11	2667
ZNF257__chr19	3524
LOC283914__chr16	3377
TIRAP__chr11	2491
LOC341056__chr11	2047
NASP__chr1	3306
SMA4__chr5	1953
NBPF14__chr1	3711
LOC340094__chr5	1756
USP43__chr17	4179
MIR553__chr1	69
PIGT__chr20	2289
WIPF1__chr2	4720
U2AF1L4__chr19	788
ADCY10P1__chr6	4592
XAGE1A__chrX	4805
ZNF492__chr19	4249
PHF5A__chr22	1069
PSPH__chr7	2126
LOC100505540__chr10	692
LINC00301__chr11	858
ADORA2B__chr17	1887
BLOC1S5__chr6	2793
TEK__chr9	4782
PRPF38B__chr1	3763
MOCS1__chr6	4431
FAM19A2__chr12	4141
R3HDM4__chr19	1817
ANLN__chr7	4794
TNFRSF10D__chr8	3547
PRPF3__chr1	2479
JAKMIP2-AS1__chr5	1924
HIST2H2BE__chr1	2224
NELL2__chr12	4257
LAPTM5__chr1	2248
DOC2B__chr17	1079
ZDHHC13__chr11	2451
ISCU__chr12	1179
DEPDC5__chr22	6218
CTSA__chr20	2301
AS3MT__chr10	2477
VPS25__chr17	1107
OR8J1__chr11	1075
HEBP2__chr6	1286
ITGAM__chr16	4775
COX19__chr7	4894
SPATA2__chr20	4308
DAPL1__chr2	547
ID3__chr1	1242
RASGRF1__chr15	7367
TSSK3__chr1	1317
SCP2D1__chr20	667
NPHP3-AS1__chr3	2501
EPB41L2__chr6	4840
OS9__chr12	2877
AP4M1__chr7	1883
NUP210__chr3	7231
NCS1__chr9	5019
ALOX12__chr17	2372
HNRNPAB__chr5	1824
SVOPL__chr7	1835
BPIFB1__chr20	1743
ENKUR__chr10	3746
LRRC37A3__chr17	5679
MRPL41__chr9	606
SNORD22__chr11	127
COL22A1__chr8	6411
PGF__chr14	1918
SLMO2__chr20	2569
C6orf222__chr6	3747
DENND1C__chr19	2818
MAPRE2__chr18	4890
IFIT2__chr10	3497
C7orf62__chr7	1021
ECM2__chr9	3904
NEAT1__chr11	3736
JAK3__chr19	5458
MIR632__chr17	95
TAGAP__chr6	3572
FAM71B__chr5	2034
MIR4659A__chr8	82
LOC339524__chr1	4648
HELT__chr4	988
RPS13__chr11	535
RPE__chr2	2558
LAMP2__chrX	9398
PP14571__chr2	2019
DMRT3__chr9	2182
LOC100303749__chr5	770
CCDC157__chr22	3015
RCL1__chr9	2178
TNC__chr9	8628
PPP1R13B__chr14	4976
F13B__chr1	2229
MIR378D2__chr8	99
ABCG8__chr2	2678
ARHGDIB__chr12	1222
DSCAM-AS1__chr21	1772
CNBD2__chr20	1939
MIR194-1__chr1	86
CCDC151__chr19	2175
OXTR__chr3	4364
TMEM66__chr8	1983
LRR1__chr14	2080
ERCC-00170	1023
CBX8__chr17	1551
RUFY2__chr10	6105
PDCD6__chr5	1141
C3orf55__chr3	2762
DYNC1I1__chr7	3063
HIST1H2BF__chr6	431
GPR180__chr13	8884
RHPN2__chr19	3546
LOC100190940__chr12	3214
PTGER2__chr14	2480
DCAF13__chr8	2652
RERE__chr1	8346
MIR29B2__chr1	82
FGFR1OP__chr6	1898
HIST1H4A__chr6	373
PAXIP1__chr7	3733
HBM__chr16	513
GNAL__chr18	7320
CCM2__chr7	2182
SLCO1C1__chr12	3593
CBX3P2__chr18	1431
GID4__chr17	4238
SMC3__chr10	4141
CIB2__chr15	1595
GYG2P1__chrY	829
MAGEC2__chrX	1997
HTR1E__chr6	2050
GBP1__chr1	3061
PECR__chr2	1882
CHEK2__chr22	2118
LOC100507244__chr9	1564
DTD2__chr14	2683
COL7A1__chr3	9287
SHC3__chr9	9780
ZNF134__chr19	2251
LBX1__chr10	1287
PDGFB__chr22	3440
LOC100506548__chr5	3881
DDO__chr6	1714
STX3__chr11	6486
B3GAT2__chr6	1929
C4orf21__chr4	6768
TRAT1__chr3	1701
RAP2B__chr3	6236
PCDH18__chr4	5908
ARL8B__chr3	2992
GOLGA2P5__chr12	4504
GMIP__chr19	3538
THSD7A__chr7	10612
MYH8__chr17	6078
TTTY23B__chrY	1030
PRSS22__chr16	1392
ILVBL__chr19	2314
ASB13__chr10	2815
TRIM44__chr11	4342
SPON1__chr11	5153
LOC728537__chr2	1379
SERPINB3__chr18	1785
AQR__chr15	5115
HMGA1P7__chr6	2191
ADAM10__chr15	3943
SLC1A2__chr11	12451
ELF3__chr1	3256
CALML6__chr1	1107
LOC100131635__chr3	341
LOC400558__chr16	1329
MIR24-1__chr9	69
ANKRD40__chr17	4174
NPR3__chr5	7606
DPPA4__chr3	2824
TRHDE__chr12	5571
TMEM255B__chr13	1040
LOC643723__chr1	1632
GDA__chr9	5752
ZNF292__chr6	10108
TMEM145__chr19	1794
LOC728819__chr2	1171
LIMK2__chr22	4977
MYOM1__chr18	5885
GAL__chr11	784
TIAM2__chr6	6071
EP400NL__chr12	1549
LOC645752__chr15	3135
FBXO11__chr2	4173
GIT1__chr17	3781
GRPR__chrX	2684
DKFZP434I0714__chr4	3001
HIST1H2BB__chr6	432
C1QTNF3-AMACR__chr5	3621
LINC00346__chr13	6323
AKR1B1__chr7	1408
VPS51__chr11	2770
PEX3__chr6	2784
PUF60__chr8	2078
C22orf39__chr22	2789
ARL13A__chrX	1546
KDM1A__chr1	3128
ITGA2B__chr17	3364
POU3F2__chr6	4088
FLJ20518__chr3	2079
MIR320D2__chrX	49
MIR376C__chr14	67
MIR1323__chr19	74
MT1M__chr16	443
CRLS1__chr20	4120
EMX2__chr10	2899
GPR55__chr2	3830
NDUFB11__chrX	1127
TIMM13__chr19	1959
TNFSF4__chr1	3496
CACNA1D__chr3	7877
GUSBP11__chr22	3428
ACOT11__chr1	3409
FGD6__chr12	9309
SNORD45B__chr1	72
TGIF2__chr20	3628
MIR3615__chr17	88
RPL18__chr19	894
HIGD2A__chr5	613
BCAT2__chr19	2206
TTC13__chr1	3312
OPCML__chr11	6553
SPIN1__chr9	4540
SNORD115-2__chr15	83
C17orf70__chr17	3858
DENND4B__chr1	5716
ALG11__chr13	2569
TAAR1__chr6	1021
NDST1__chr5	8045
PRTN3__chr19	1006
NDUFC2__chr11	2478
LOC100288524__chr7	705
KIR3DX1__chr19	1740
PLCXD2__chr3	2153
C20orf96__chr20	1619
LOC643923__chr11	975
CCDC85A__chr2	3989
CYP4F24P__chr19	2480
ATXN1L__chr16	7889
CLDN2__chrX	3442
STAC__chr3	2974
COL15A1__chr9	5315
RAVER1__chr19	3605
ZNF610__chr19	2389
SNPH__chr20	5000
RNU6-35__chr19	31
BNIP3L__chr8	3506
TTC36__chr11	682
NUP153__chr6	5709
KLHL4__chrX	5866
ATP5J__chr21	1300
PROKR2__chr20	1157
HEPHL1__chr11	5971
HPGD__chr4	3034
BDH2__chr4	2930
PCDP1__chr2	3195
MTERFD1__chr8	1414
RNU5E-1__chr5	67
THEG5__chr19	449
SHISA7__chr19	6039
AP1S1__chr7	1302
LOC644838__chr2	2108
FAM138B__chr2	1133
STK40__chr1	3858
KRTAP25-1__chr21	371
FAM189A1__chr15	4718
ZNF621__chr3	8239
PIK3CA__chr3	3730
CPEB2__chr4	6899
EOGT__chr3	4153
FLJ46066__chr3	1810
FANCI__chr15	4787
SYF2__chr1	1784
NANOG__chr12	2102
CHRDL1__chrX	4171
RHBDD3__chr22	1745
GAGE6__chrX	1060
ANKS6__chr9	7162
AKAP6__chr14	10401
FLJ39080__chr8	2131
SMC4__chr3	5411
LOC100506746__chr4	1948
TSGA10__chr2	3854
C9orf40__chr9	2327
BCAS2__chr1	1308
HES2__chr1	4264
ZNF474__chr5	1959
LOC285762__chr6	3475
ASMTL__chrX	2292
RNU86__chr22	56
CYP4F35P__chr18	2880
IL31__chr12	907
VPS29__chr12	1106
ZNF222__chr19	1716
SNORA3__chr11	131
PDLIM5__chr4	9201
PHB__chr17	1833
LEMD1-AS1__chr1	2785
CLEC4G__chr19	1369
SLC52A3__chr20	2700
MIR496__chr14	103
GPAM__chr10	6409
PRPS2__chrX	2547
MTMR7__chr8	5301
SLC35A3__chr1	6090
FOXP4__chr6	5966
LOC100240735__chr12	908
SMG1P1__chr16	5039
B3GALT1__chr2	2170
THAP3__chr1	2979
OR1L4__chr9	937
LIMD1__chr3	6292
BCORP1__chrY	3679
DDA1__chr19	4082
MIR379__chr14	68
FPGS__chr9	2679
ADRA2B__chr2	3267
ASMTL-AS1__chrX	3023
GAS5-AS1__chr1	695
PPID__chr4	1844
C15orf26__chr15	1582
KLHDC7B__chr22	2992
KCTD1__chr18	4239
TOP2B__chr3	5379
SNORA70F__chr2	136
SARS__chr1	4896
CACTIN-AS1__chr19	1917
ZFAND2A__chr7	906
CLTA__chr9	1243
DRGX__chr10	813
ZNF417__chr19	4706
SNORD87__chr8	77
SLC2A13__chr12	7013
BCRP3__chr22	1432
PGBD4__chr15	2319
GPS1__chr17	2372
USP17L9P__chr4	1594
THRB__chr3	7696
MTHFR__chr1	7162
HSFY2__chrY	4632
FGF11__chr17	2720
LOC647012__chr2	1852
LRRC23__chr12	1808
KCNMB2__chr3	2782
OR9K2__chr12	1009
TAS1R2__chr1	2527
COX7A2L__chr2	1117
MRPL27__chr17	707
LOC155060__chr7	3165
GTPBP3__chr19	2848
JAG2__chr14	5861
KLRC4-KLRK1__chr12	1960
OR6K6__chr1	1033
ERC2__chr3	6149
FLJ46906__chr6	1005
AFAP1L2__chr10	3995
ACMSD__chr2	1260
EIF1__chr17	1330
ZCCHC3__chr20	2761
BRD4__chr19	7474
FLVCR1__chr1	5949
VNN1__chr6	3851
FOXC2__chr16	1682
MARC2__chr1	1581
DIEXF__chr1	8498
MIR4524B__chr17	116
LRAT__chr4	4891
BAZ1A__chr14	6043
COPS7A__chr12	2313
ZNF284__chr19	2213
SNORD114-23__chr14	72
HNRNPC__chr14	3260
CABP4__chr11	4026
FAM168A__chr11	1775
RNASEH2B-AS1__chr13	627
MFSD6L__chr17	2241
ASAH1__chr8	2978
DHRS4-AS1__chr14	3383
FAM65C__chr20	4303
MIR449B__chr5	98
TMEM231__chr16	3117
PIP4K2A__chr10	3843
LY6G6E__chr6	796
EFCAB4A__chr11	1829
TNF__chr6	1679
AGXT2L2__chr5	2026
DUS2L__chr16	2342
RIPPLY2__chr6	668
RHD__chr1	2843
LOC100132215__chr2	2167
FBP2__chr9	1311
ARHGEF35__chr7	2476
SNORD93__chr7	75
SNORA13__chr5	134
ERN2__chr16	3642
SAG__chr2	1765
HNRNPUL1__chr19	4314
MLPH__chr2	3772
ATP5SL__chr19	1836
C8orf59__chr8	1049
ARL5A__chr2	3175
SNORD37__chr19	67
PGLYRP3__chr1	1180
OR2T35__chr1	973
CDK2AP2__chr11	1796
ACSL5__chr10	3767
ATOH1__chr4	1066
DERL2__chr17	1131
XRRA1__chr11	5044
ADORA1__chr1	2923
CPEB3__chr10	6022
FAM189B__chr1	3205
GXYLT1__chr12	7496
LOC100506655__chr16	2610
THG1L__chr5	1311
ZNF701__chr19	5602
CSNK1A1P1__chr15	1694
SF3B2__chr11	2916
CCDC69__chr5	3408
HCG22__chr6	2175
CCDC175__chr14	2630
LINC00670__chr17	2771
BCL3__chr19	1873
FBXW4__chr10	2221
CDKN3__chr14	899
CITED2__chr6	2121
ANKRD34B__chr5	3940
CCDC88B__chr11	4947
CT47A10__chrX	11664
CHURC1-FNTB__chr14	2908
VPS26B__chr11	3675
KIAA0930__chr22	6428
CCDC63__chr12	1957
MRPL49__chr11	2166
ARHGEF2__chr1	4314
IFNA21__chr9	1025
HEXIM1__chr17	4786
CYYR1__chr21	3083
UNKL__chr16	6046
FOXRED2__chr22	5077
SEC11C__chr18	787
NOP56__chr20	2205
S100A3__chr1	741
KCNE1L__chrX	1466
APLF__chr2	3859
HPGDS__chr4	1621
COX18__chr4	4529
ZNF442__chr19	2831
CSN1S2AP__chr4	790
RNF26__chr11	2816
MAST3__chr19	5920
TMSB15B__chrX	669
C10orf111__chr10	1716
YRDC__chr1	1841
UBLCP1__chr5	2403
MIR15B__chr3	99
FOXN3-AS1__chr14	1079
SCAI__chr9	12229
MIR517B__chr19	68
MIR509-2__chrX	184
LOC143666__chr11	2079
GIMD1__chr4	656
RNF217__chr6	1793
MIR4329__chrX	72
BRE__chr2	2118
PRNP__chr20	2966
ITGA3__chr17	5053
PTPDC1__chr9	4874
CEP170B__chr14	6829
PI4K2A__chr10	4194
ST6GAL2__chr2	7076
LDLRAD4__chr18	10052
C12orf50__chr12	1718
ZNF91__chr19	5400
HSF2BP__chr21	1908
DTNA__chr18	10758
ERCC-00112	1136
DEFB1__chr8	465
EML2__chr19	3123
SCARNA8__chr9	132
MGC72080__chr7	702
WASF3__chr13	4844
RSU1P2__chr10	1853
PSIP1__chr9	3981
HOXA13__chr7	2516
MIA__chr19	675
PSMD11__chr17	4031
NR6A1__chr9	1912
C8orf69__chr8	522
CMTM6__chr3	3370
TTC40__chr10	8336
FOXJ1__chr17	2643
IHH__chr2	2075
DKFZp686K1684__chr11	1659
MIR425__chr3	88
MIR3649__chr12	67
LGALS7__chr19	498
RABGGTB__chr1	1720
VAMP7__chrY	2667
C10orf10__chr10	2062
VIPAS39__chr14	2989
STARD9__chr15	15617
BRI3BP__chr12	1275
GPC6__chr13	7111
SNORD126__chr14	100
EGR2__chr10	3152
CT47A8__chrX	11664
KLF2__chr19	1652
SETD5__chr3	6850
C1orf220__chr1	2580
TMEM61__chr1	1100
ZNF76__chr6	2667
STXBP2__chr19	2004
CNDP2__chr18	5379
ZIM2__chr19	2272
NYAP1__chr7	3590
ABCA9__chr17	6340
SPOCK1__chr5	4838
TRAPPC9__chr8	4622
PRAMEF14__chr1	4208
FLG2__chr1	9125
VRK1__chr14	1716
OR5M3__chr11	1052
RCBTB2__chr13	3190
