Transcript	Length
Gpr132__chr12	2442
Tmem181a__chr17	4422
Nlrp10__chr7	4486
Doxl2__chr6	2292
Mirlet7a-2__chr9	97
Rwdd3__chr3	1703
Iglon5__chr7	2575
Havcr1__chr11	2108
Zfp184__chr13	2709
Lgals3__chr14	1412
Trpv4__chr5	3242
Lrrc20__chr10	2626
Fam64a__chr11	1472
Hsd3b1__chr3	1857
Spryd7__chr14	1695
Nog__chr11	1923
Dazap1__chr10	2097
Wbp2__chr11	1803
Prrt4__chr6	3418
Mfsd7c__chr12	3445
Cog6__chr3	2939
Cetn2__chrX	1191
Mir5098__chr5	83
Rfxank__chr8	3691
Znrd1as__chr17	980
Spag11a__chr8	437
Rrad__chr8	1580
Slc16a9__chr10	3569
Slc16a3__chr11	2584
Cul4a__chr8	3647
Nedd4__chr9	5523
Flnb__chr14	9112
Fbxl14__chr6	4220
Mapkapk2__chr1	2577
2310015D24Rik__chr16	2921
Ncstn__chr1	2872
1810064F22Rik__chr9	2304
Topaz1__chr9	4989
Slc9b2__chr3	2256
Oprd1__chr4	4024
Cln5__chr14	2451
Celf3__chr3	2757
Cass4__chr2	3718
Vmn1r89__chr7	952
Zfp69__chr4	2370
Olfr1385__chr11	931
Glb1l3__chr9	2485
1700101O22Rik__chr12	342
Ano8__chr8	3774
Vamp2__chr11	2169
Nupl2__chr5	2916
Spint5__chr2	447
Kdm4c__chr4	4424
Tmem107__chr11	1269
Erp29__chr5	1246
Pitpnm1__chr19	4752
Cep135__chr5	5339
4930402K13Rik__chrX	1782
Adipor2__chr6	3971
Ube2j1__chr4	3530
Cmtm7__chr9	1142
Rab40c__chr17	2473
Il17rb__chr14	2072
Erf__chr7	3507
Fxyd2__chr9	1025
Msantd3__chr4	1846
Gm13084__chr4	1818
Epn3__chr11	3894
Cyb5d1__chr11	770
Gm11213__chr4	687
Slc4a7__chr14	7414
Arrdc2__chr8	2354
Vmn2r117__chr17	2580
Dicer1__chr12	9878
Zdhhc17__chr10	4565
Kctd18__chr1	2741
Cntn1__chr15	6210
Fam163b__chr2	2949
Nyx__chrX	3624
Gm805__chr12	3165
Upf3b__chrX	2198
Gabrg3__chr7	1683
Olfr1014__chr2	919
Fam120a__chr13	4936
Lsmem1__chr12	1217
Arhgef40__chr14	5668
Rab11fip2__chr19	6086
2310033P09Rik__chr11	1248
Psmd2__chr16	3074
D1Pas1__chr1	3213
Adam15__chr3	3012
Rap2b__chr3	4198
Mt4__chr8	394
Tmprss11bnl__chr5	2226
Prkcdbp__chr7	1028
Hrc__chr7	2436
Raver1-fdx1l__chr9	3016
Eif3k__chr7	781
Cdk5r1__chr11	4135
1700023F06Rik__chr11	1216
Snord49a__chr11	63
Rasa4__chr5	2935
Cdk12__chr11	8718
Cntnap4__chr8	4874
Cnbd2__chr2	2119
Cldn3__chr5	1264
Cenpi__chrX	3171
Ceacam5__chr7	3257
1200011I18Rik__chr14	5456
Snord61__chrX	63
Mir301__chr11	87
Gm20867__chrY	1224
Cadm1__chr9	4398
Usp19__chr9	5246
Ccdc34__chr2	2085
Saysd1__chr14	2306
Rab7l1__chr1	1197
Mir376c__chr12	86
Gabarapl2__chr8	984
Prkar1b__chr5	2751
Lsm1__chr8	2364
AI662270__chr11	1412
4930591A17Rik__chr2	738
Tmem53__chr4	956
Proser1__chr3	4334
Tcf25__chr8	3855
Gm5346__chr8	2212
Trim39__chr17	3190
Cxcl3__chr5	1017
Wdyhv1__chr15	1330
1700128A07Rik__chr14	864
Baalc__chr15	3969
Slc9a3r2__chr17	2265
Ccdc13__chr9	2656
Grm1__chr10	7000
Npc1l1__chr11	4590
Krtap1-3__chr11	918
Trim26__chr17	3213
Gm18409__chr10	2509
BC024978__chr7	1755
Mir3471-1__chr5	109
Lcn8__chr2	659
E130215H24Rik__chr2	938
Ap2b1__chr11	5431
Pip4k2b__chr11	5063
Tmem207__chr16	1543
Fopnl__chr16	1427
Tmem173__chr18	2310
Olfr1508__chr14	1867
Olfr693__chr7	953
Hist2h2ac__chr3	391
Ehf__chr2	4396
Rapgef4__chr2	7928
Rps4x__chrX	882
4922502D21Rik__chr6	1571
Mpg__chr11	1749
Rbm43__chr2	2161
Fzd5__chr1	6916
Cpped1__chr16	2667
Olfr1162__chr2	946
4930405P13Rik__chr11	816
Olfr836__chr9	956
C330027C09Rik__chr16	3995
Mzt2__chr16	1013
Ifna14__chr4	571
Dtl__chr1	4217
Add1__chr5	4063
Zpld1__chr16	2601
Tm2d3__chr7	1009
Dpysl2__chr14	4446
Krt76__chr15	2321
Ctdspl__chr9	4635
Fam5c__chr1	3181
Tdrd5__chr1	3461
Mtmr6__chr14	3851
Gabarapl1__chr6	1777
Zfp740__chr15	3738
Dcps__chr9	1200
Tspan15__chr10	3613
1700020G17Rik__chr10	613
Strada__chr11	2556
Mxd4__chr5	1185
Tnrc6c__chr11	8750
Gpr150__chr13	2147
Vmn1r45__chr6	3251
Mir1964__chr7	84
Alas2__chrX	1990
Prdm16__chr4	8625
Cldn12__chr5	4081
Ccno__chr13	1879
Sun1__chr5	4156
Plod2__chr9	3731
Pla2g12a__chr3	1659
Mir201__chrX	67
Thumpd3__chr6	2071
Gm13271__chr4	550
4930425K10Rik__chr5	745
Zfp748__chr13	4975
Defb42__chr14	617
Tas2r136__chr6	985
Ddi2__chr4	3549
Olfr1359__chr13	1886
Timp4__chr6	1421
Fam175b__chr7	2904
Lmbrd1__chr1	5408
Bai2__chr4	5320
1700019G17Rik__chr6	3282
Alkbh1__chr12	1954
C230035I16Rik__chr13	621
Dscaml1__chr9	6918
Arid1a__chr4	8195
Mafa__chr15	1081
Ndufaf1__chr2	1456
Kirrel3__chr9	4926
Krt33b__chr11	1588
Ccnyl1__chr1	2935
Zfp64__chr2	2759
Gdf5__chr2	2317
Sema6d__chr2	6560
Fasl__chr1	1938
Bcr__chr10	6560
Mir34c__chr9	78
H2-D1__chr17	1744
Arhgap8__chr15	1560
Rs1__chrX	5846
Vmn2r124__chr17	2574
Gpr137c__chr14	2451
Mafk__chr5	2828
Wasl__chr6	4870
Gm5531__chr1	2528
Lalba__chr15	737
Arfgef1__chr1	7080
Tssk3__chr4	1036
Trove2__chr1	8729
Alg1__chr16	1772
Adck5__chr15	2049
Trip13__chr13	2280
Uba3__chr6	2461
Ctdsp1__chr1	2783
H2-Q9__chr17	1528
Fntb__chr12	2572
Plb1__chr5	5381
Olfr228__chr2	943
Exd1__chr2	3156
Ndnf__chr6	4688
1700020N18Rik__chr1	550
Hdac11__chr6	2504
Dhodh__chr8	2327
Speer7-ps1__chr5	1088
Zfp688__chr7	1019
Abcb10__chr8	4319
Olfr457__chr6	943
Olfr424__chr1	949
Taar8c__chr10	1110
Zfp637__chr6	1102
Fgfr1op2__chr6	2835
Dock9__chr14	8946
Olfr46__chr7	1193
Llgl1__chr11	4446
Ippk__chr13	3359
Gm9992__chr17	1603
Olfr612__chr7	973
Aldh3a1__chr11	1738
Flywch2__chr17	691
Fam160a2__chr7	10999
Ttc21a__chr9	4211
Pou2af1__chr9	2571
Slc17a7__chr7	2952
Rhoj__chr12	2363
Mir450-2__chrX	70
Btd__chr14	1946
Stard13__chr5	5652
Hilpda__chr6	1109
Tbx15__chr3	3575
Rnaseh2b__chr14	1468
Pdcl__chr2	2862
Trpm7__chr2	7184
1700064J06Rik__chr10	390
3632454L22Rik__chrX	5242
1700040N02Rik__chr2	1182
Olfr55__chr17	949
Olfr1197__chr2	946
Mir28c__chr8	21
Pan3__chr5	4647
Ucp1__chr8	1650
Nt5dc2__chr14	1423
Thrb__chr14	6566
Vmn2r86__chr10	2553
Chrna5__chr9	2744
Dhrs13__chr11	1749
4930438E09Rik__chr14	782
Abce1__chr8	3831
Gabrq__chrX	2009
Cpn2__chr16	4584
Armc6__chr8	2206
Zfp862__chr6	6297
Snord14c__chr10	23
Gm5595__chr7	3149
Vmn2r101__chr17	2580
Krt9__chr11	2588
Gm8580__chr10	612
Mis18a__chr16	1305
Nepn__chr10	1826
9230110C19Rik__chr9	1599
A230065H16Rik__chr12	661
Wdr35__chr12	4420
Uty__chrY	5255
Gm6307__chr2	2023
1810026B05Rik__chr7	5148
Ing4__chr6	1625
Ms4a6d__chr19	1378
ERCC-00126	1118
Gbx1__chr5	1454
Vmn1r37__chr6	910
Zbed6__chr1	5008
Zmym5__chr14	5551
Ccser2__chr14	7552
Cyr61__chr3	2033
ERCC-00051	274
Rmi2__chr16	3741
Rcan1__chr16	2511
Eif4e2__chr1	4936
Shmt2__chr10	2317
Papd4__chr13	1888
Ssr3__chr3	2890
BC024386__chr7	1617
Rnf25__chr1	1485
Mir1945__chr16	79
Actl7b__chr4	1422
Enpep__chr3	4228
1110059E24Rik__chr19	1432
Hist1h1e__chr13	1932
Zfp879__chr11	2413
Olfr206__chr16	922
BC053393__chr11	2049
Prkaca__chr8	2303
Adam5__chr8	3152
Upf1__chr8	4640
Tcl1b1__chr12	1030
Syne1__chr10	18199
Apoh__chr11	1194
Tnfrsf17__chr16	815
Snapc4__chr2	4515
Scube2__chr7	3584
Eif2ak3__chr6	4513
Agmat__chr4	1411
Jakmip1__chr5	2395
Dnajc5g__chr5	1569
Hltf__chr3	5378
Mir134__chr12	72
Cyp4f17__chr17	1706
Cst6__chr19	3954
Zc3h12b__chrX	3374
1700071K01Rik__chr11	1039
Bard1__chr1	5459
Ifitm10__chr7	3234
A630075F10Rik__chr2	2109
Usp46__chr5	3234
Pcdha11__chr18	5258
Tulp3__chr6	3385
Krt72__chr15	1572
Rnase12__chr14	546
Scarna17__chr18	63
ERCC-00034	1019
Ccdc162__chr10	2767
Gm10863__chr15	685
Mir1187__chr5	123
Gclm__chr3	2079
Asxl2__chr12	9045
Cldn15__chr5	1856
Nhlrc3__chr3	1567
Kif20a__chr18	3925
Wdr36__chr18	3574
St8sia3__chr18	6286
Med1__chr11	7608
Zfp616__chr11	4812
Gm19668__chr10	748
Golga1__chr2	4409
Mtx1__chr3	1530
Rrp8__chr7	3185
Bloc1s6__chr2	3499
Rictor__chr15	9351
D3Bwg0562e__chr3	5696
Alk__chr17	5947
Tubb4a__chr17	2232
Shroom4__chrX	4437
Nsun7__chr5	2565
Nucb1__chr7	2652
Idnk__chr13	1516
Kcnc3__chr7	5060
Spata4__chr8	1063
Kmo__chr1	2513
Arl5a__chr2	5218
Zc3h6__chr2	4928
Setd5__chr6	6492
Hist2h3c1__chr3	1826
Palld__chr8	3586
Vstm2b__chr7	1460
Zfp598__chr17	3299
Mir669p-2__chr17	67
Eif3e__chr15	1554
Rspo3__chr10	2401
Rap1a__chr3	2467
Cngb3__chr4	4726
Ppp2r2a__chr14	4047
Alkbh4__chr5	1716
Rnu73b__chr3	72
Nr0b2__chr4	1120
Actl11__chr9	3994
Olfml2b__chr1	3103
Cyp2c66__chr19	1639
Gm590__chr9	502
Sgcb__chr5	3733
Gm11544__chr11	1362
6430584L05Rik__chr6	3155
Fshb__chr2	1597
Tcp10b__chr17	2077
Olfr381__chr11	937
1700030J22Rik__chr8	2974
Xk__chrX	5046
Gm16853__chr9	1991
Zfat__chr15	4484
Gm9054__chr3	710
4930455B14Rik__chr14	1103
Mir5136__chr19	77
Zmat4__chr8	4239
Fam174a__chr1	2110
Tmem106b__chr6	6091
Mnx1__chr5	1459
7630403G23Rik__chr9	1085
Atp4a__chr7	3469
Cinp__chr12	2185
Mixl1__chr1	2291
Vmn1r74__chr7	916
Fancm__chr12	7798
Acvr1b__chr15	3286
Tex2__chr11	4954
Cd3g__chr9	1030
Mir1950__chr6	78
Taf9__chr13	2133
Mir676__chrX	90
Uqcrq__chr11	501
Prx__chr7	5266
Abcc2__chr19	5421
Atp13a1__chr8	3940
Olfr1433__chr19	1078
Samd12__chr15	939
Prhoxnb__chr5	768
Olfr15__chr16	940
Rbbp7__chrX	2284
Plau__chr14	2354
Mir1247__chr12	83
2310061I04Rik__chr17	1246
Gm8979__chr7	3419
Eps8__chr6	4960
Kremen1__chr11	4916
Grhl2__chr15	4962
BC005764__chr10	4283
Gm5077__chr6	2673
Wfdc11__chr2	622
Gm6402__chr17	1357
1700120K04Rik__chr7	544
Snapc2__chr8	1519
Plcb2__chr2	5177
LOC171588__chr2	1558
Serpinc1__chr1	2169
Picalm__chr7	4195
Slc25a41__chr17	1233
Lyz2__chr10	1061
Dnajc28__chr16	3537
Gm10415__chr6	2829
Trim44__chr2	5617
Cotl1__chr8	1643
Mllt4__chr17	7416
Mir99a__chr16	66
Gm3833__chr14	2775
Dnahc2__chr11	13790
Erlin2__chr8	3957
Dlg3__chrX	5660
Zfp874b__chr13	3776
1110058L19Rik__chr1	670
Znhit3__chr11	988
St8sia2__chr7	5381
Cpsf7__chr19	3614
Vmn1r181__chr7	1089
Gstt2__chr10	1375
Zfp593__chr4	1979
Cfb__chr17	2765
Arhgef10__chr8	5503
Tmem171__chr13	1159
Snora21__chr11	129
Mup20__chr4	893
Dram1__chr10	2814
Tpmt__chr13	2724
Pax4__chr6	1368
Mrgpra2a__chr7	1241
Nudt11__chrX	2625
Hsbp1__chr8	1169
Chmp1a__chr8	2178
Rbm34__chr8	3442
4930487H11Rik__chr1	898
Gm5441__chr12	452
Kcns1__chr2	2716
Slc25a48__chr13	1506
6430571L13Rik__chr9	2558
Cacng4__chr11	988
Ppp2r3a__chr9	7376
4732416N19Rik__chr6	553
F2rl3__chr8	1764
Cylc1__chrX	1968
Tipin__chr9	1219
Gm12522__chr3	2442
Myh8__chr11	6188
Gm4836__chrX	8244
Stfa1__chr16	421
Wnt9b__chr11	4523
Olfr1173__chr2	940
Naa25__chr5	3129
Ifi27l2a__chr12	467
Zfp39__chr11	3895
Nrbf2__chr10	1793
Olfr290__chr7	949
Vmn2r25__chr6	2574
1600014C10Rik__chr7	3455
Uba1__chrX	4625
Pnoc__chr14	2161
N28178__chr4	3403
Olfr689__chr7	964
6720401G13Rik__chrX	6589
Golga2__chr2	4469
Prame__chrX	2277
Mir150__chr7	66
Olfr933__chr9	928
Muc19__chr15	9147
Slc37a3__chr6	4079
Il1f10__chr2	542
Opn5__chr17	1831
1700056E22Rik__chr1	968
4933402E13Rik__chrX	2030
Fam89a__chr8	1317
Slain2__chr5	4906
Uncx__chr5	2096
Hormad1__chr3	1527
E2f5__chr3	1757
Slc24a2__chr4	10790
Traf3__chr12	6987
Relb__chr7	2211
Ildr1__chr16	2886
Smpd3__chr8	5157
Sep15__chr3	1514
Scrn2__chr11	1526
Atp5f1__chr3	1465
Ccdc28b__chr4	846
Iyd__chr10	1545
1700029I15Rik__chr2	367
Pdzd8__chr19	7081
Mir3101__chr7	89
Ranbp1__chr16	858
Olfr418-ps1__chr1	992
Ssfa2__chr2	5111
Pdzd7__chr19	3919
Pik3ip1__chr11	2249
Atp10a__chr7	5490
Ccdc51__chr9	2401
Fam19a4__chr6	2188
Efcab5__chr11	4672
Scgb1b30__chr7	494
M1ap__chr6	2061
Clu__chr14	1817
Top1mt__chr15	1909
Supt3__chr17	1495
Nelfa__chr5	2172
Lrrc24__chr15	1910
Hspbap1__chr16	4614
Vmn2r89__chr14	2947
Krt19__chr11	1380
Caprin1__chr2	7612
Megf9__chr4	3068
Myo16__chr8	6332
Bcl2l13__chr6	6940
Chd1__chr17	7954
Tfap2b__chr1	6399
4933400L20Rik__chr8	873
Sypl__chr12	4695
Plac1l__chr19	677
2410004B18Rik__chr3	978
Btbd3__chr2	5116
Zfp563__chr17	6386
Dolk__chr2	2127
Fer1l4__chr2	6150
4933405D12Rik__chr3	774
Gopc__chr10	4326
Wdr33__chr18	8084
Mir466f-3__chr14	81
Snora34__chr15	119
Mir181c__chr8	90
Ifitm7__chr16	868
Gm14625__chrX	656
Ap4s1__chr12	1119
Vangl2__chr1	2268
Nxpe5__chr5	2318
Ugt2b35__chr5	3364
Mir30a__chr1	72
Krt42__chr11	1555
Prrg3__chrX	5902
Mamdc4__chr2	4019
Prl2c1__chr13	771
Rttn__chr18	7318
Esr1__chr10	4328
Olfr119__chr17	1035
Mlc1__chr15	2341
1700123M08Rik__chr4	1071
Vmn1r70__chr7	898
2810403A07Rik__chr3	3013
Wbscr17__chr5	4207
Slc25a11__chr11	1869
Rgr__chr14	1666
Mir654__chr12	85
Clhc1__chr4	1273
Egf__chr3	4781
Med29__chr7	2166
Gm3020__chr14	1708
Sgk2__chr2	2556
Sap18__chr14	3462
Gm4871__chr5	1134
Zfp677__chr17	2916
Mrpl42__chr10	672
Tmem45b__chr9	1581
Panx3__chr9	2522
Reps2__chrX	7648
Olfr992__chr2	931
Kcnj9__chr1	3274
Fscb__chr12	3567
Abcd4__chr12	2546
Mtf1__chr4	7642
Lax1__chr1	2377
Nt5e__chr9	3589
Gjd4__chr18	2663
Taf10__chr7	762
Prl2c2__chr13	795
Actb__chr5	1895
Mfng__chr15	1842
G6b__chr17	1161
Tnip2__chr5	1972
Slc38a9__chr13	8928
Olfr936__chr9	937
Cfdp1__chr8	1222
Tma7__chr9	641
Piezo1__chr8	8267
Rdh18-ps__chr10	3652
Gsc__chr12	1177
2210016L21Rik__chr5	1326
Robo3__chr9	4754
4930405A21Rik__chr2	999
Mir218-1__chr5	111
Cyp19a1__chr9	2382
Nudt6__chr3	1077
Liph__chr16	3811
Eif4ebp1__chr8	984
Ppp2r3c__chr12	2409
Iigp1__chr18	3126
Arvcf__chr16	5061
Zfp708__chr13	2639
Gm7714__chr5	688
Mir294__chr7	85
Smco2__chr6	1278
Rnf34__chr5	1960
Rbfox1__chr16	5500
Lce3c__chr3	566
Klk6__chr7	1417
Gm15070__chrX	3585
Gm6568__chrX	912
Prss41__chr17	1119
Olfr279__chr15	934
AU018829__chr5	5810
Gpha2__chr19	592
Aox4__chr1	5007
Fbxw22__chr9	1834
D330041H03Rik__chr17	1490
Gm5150__chr3	917
Abhd17a__chr10	1478
Ugt2b38__chr5	1899
Hsd17b13__chr5	2137
Gm5128__chrX	3841
1810019D21Rik__chr8	1651
Mir691__chr16	79
Lypla2__chr4	1603
Iqch__chr9	3397
Fap__chr2	2721
Prtn3__chr10	975
Fam213a__chr14	1543
Nup107__chr10	3120
Ebna1bp2__chr4	2969
Ccdc171__chr4	4551
Rgs9bp__chr7	6588
Acaa1a__chr9	1770
Atg9b__chr5	3916
4921511I17Rik__chr12	1346
Mir875__chr15	79
Ap5m1__chr14	3173
Prelid2__chr18	731
Gm15127__chrX	4054
Fam134c__chr11	3315
Ppp1r10__chr17	4243
Fndc9__chr11	2265
Zfp788__chr7	3837
Gp1bb__chr16	2086
Gm4745__chr7	1268
Cyb5r1__chr1	1635
Slc10a5__chr3	3924
Bpifb9a__chr2	2053
Gm904__chr13	653
Olfr1222__chr2	937
Xist__chrX	17925
Rsad1__chr11	4160
Mir678__chr10	85
Taar7b__chr10	1078
Olfr170__chr16	943
Sprtn__chr8	2121
Ntan1__chr16	1159
Gm3414__chr5	7913
Hdac5__chr11	3825
B130006D01Rik__chr11	3189
Trim13__chr14	1702
Vil1__chr1	3137
Gm10649__chr8	1539
5730420D15Rik__chr10	1187
Ckmt1__chr2	1598
Samm50__chr15	1688
Olfr1143__chr2	946
Dennd1a__chr2	4374
Lgals6__chr7	910
Fzd10__chr5	2989
Tomm20__chr8	4991
Kifc1__chr17	2333
Pdzk1__chr3	2473
Mrgprx1__chr7	1182
Fam50a__chrX	1396
BC003331__chr1	3256
Gstcd__chr3	2631
Wrnip1__chr13	2649
Klk4__chr7	1243
Atf7ip__chr6	4542
Slc35d1__chr4	2903
Opn1mw__chrX	1226
Mir297a-4__chr2	88
Bsph1__chr7	827
Nuak1__chr10	5025
A330033J07Rik__chr13	2819
C530044C16Rik__chr6	1244
Glrx2__chr1	3736
BB123696__chr13	2311
5430434I15Rik__chr3	1260
Cep89__chr7	2586
Yeats4__chr10	1415
Cog8__chr8	2109
Colq__chr14	2852
Ggta1__chr2	3595
Wfdc16__chr2	1125
Gnat2__chr3	1637
Krtap13-1__chr16	751
Zfp760__chr17	4215
Srrm3__chr5	3947
1810035I16Rik__chr4	325
Rrn3__chr16	3616
A730056A06Rik__chr7	2976
Gm11562__chr11	808
Npat__chr9	7365
Tex36__chr7	919
Sh2d2a__chr3	4765
Olfr1098__chr2	949
Slc51a__chr16	1553
Sec61a1__chr6	3051
Galnt15__chr14	2351
Rhbdd3__chr11	1830
Olfr1084__chr2	955
Hist1h3g__chr13	493
Prrxl1__chr14	1557
4930556M19Rik__chr15	4359
Stk32c__chr7	2292
Arg1__chr10	1485
A930011O12Rik__chr14	4043
Zdhhc13__chr7	2424
Copg1__chr6	4527
Zfp410__chr12	5249
Rfc5__chr5	1741
Olfr389__chr11	1398
Wiz__chr17	4686
Slfn9__chr11	3861
Ulk3__chr9	2842
Mrpl36__chr13	904
Anxa4__chr6	2016
Zfy1__chrY	2794
4921504A21Rik__chr5	2160
Snrpc__chr17	766
Olfr1032__chr2	934
Mir744__chr11	101
Lsmd1__chr11	521
Eaf2__chr16	2178
Olfr1196__chr2	946
Cenpn__chr8	1780
4931402G19Rik__chr2	2263
Gm3139__chr5	2068
Ear2__chr14	718
Gm7030__chr17	903
Acbd6__chr1	1952
Calca__chr7	1495
Obp2b__chr2	739
Gpr65__chr12	2149
Lsm12__chr11	1229
Grm6__chr11	4343
Slfn14-ps__chr11	3709
1700057H15Rik__chr4	984
Aamdc__chr7	898
Hist1h1c__chr13	1562
4931408C20Rik__chr1	4333
Olfr853__chr9	919
Grcc10__chr6	570
Serpinb9__chr13	3404
Tspan11__chr6	4217
4933409G03Rik__chr2	1356
Unc80__chr1	13598
Rltpr__chr8	2521
Isg20l2__chr3	2897
Slc4a3__chr1	4464
Sec16b__chr1	4679
Nes__chr3	6130
Ly86__chr13	1002
Dph5__chr3	1575
Marco__chr1	2002
Fyttd1__chr16	4406
Camsap3__chr8	4313
Anapc2__chr2	3030
Gm21946__chr17	378
Asap1__chr15	6510
Cdr2l__chr11	3705
Npnt__chr3	3732
Exosc3__chr4	1038
Casp1__chr9	1523
Olfr1148__chr2	946
Acp6__chr3	1766
Ggcx__chr6	3338
Lbh__chr17	3071
Endov__chr11	5286
Renbp__chrX	1429
Lect1__chr14	1443
Polr2e__chr10	1015
Setbp1__chr18	9961
Magea8__chrX	1650
Acer2__chr4	4210
Ikzf1__chr11	5171
Dnajc16__chr4	3928
Ift140__chr17	5834
Gm10825__chr10	4550
Gm14124__chr2	3022
Tyrobp__chr7	571
Gnas__chr2	6078
Tlr12__chr4	3175
4930444G20Rik__chr10	1772
Arfgap2__chr2	3426
Slc27a2__chr2	2311
Pkd2l2__chr18	2681
Cluap1__chr16	1607
Il12b__chr11	1959
Wt1__chr2	3102
Mlh3__chr12	5440
Rgs4__chr1	2946
Fam110a__chr2	2122
Tbpl1__chr10	2882
1110028F18Rik__chr8	1344
4921530L21Rik__chr14	1158
Tmem251__chr12	1207
BB283400__chr6	1419
Olfr544__chr7	1183
Cacna1e__chr1	12744
Nr2f2__chr7	4874
Serpinb1b__chr13	1725
Park2__chr17	3213
Fktn__chr4	3392
Fam194a__chr3	2209
Olfr884__chr9	931
Ptges3__chr10	1962
Mir200b__chr4	71
Grsf1__chr5	2846
Cops7a__chr6	2275
Cct4__chr11	1980
Mapkapk3__chr9	2827
Lrrc61__chr6	2913
Epha1__chr6	3291
Arglu1__chr8	1716
Serpina6__chr12	1467
Fsd2__chr7	2989
Rnf148__chr6	1243
Map3k3__chr11	3165
Gpr137b__chr13	2988
Tvp23a__chr16	3308
Slc25a14__chrX	1778
Ints10__chr8	2427
Pi4ka__chr16	6486
Jph4__chr14	4495
Synpr__chr14	2953
2610028H24Rik__chr10	1771
Gtf2ird1__chr5	4873
Foxp2__chr6	7092
Nf2__chr11	5317
Cxcl14__chr13	1831
Mup21__chr4	761
4930505G20Rik__chr14	565
Chst11__chr10	5522
Negr1__chr3	5930
Lrrtm4__chr6	3696
Olfr822__chr10	940
Gm8909__chr17	1365
Mvb12b__chr2	5005
Ccdc79__chr8	2970
1700019N19Rik__chr19	929
Zmynd12__chr4	1513
Gm19557__chr19	2768
Eif1__chr11	1215
Cacna1b__chr2	7338
Tlr7__chrX	3749
1700001L19Rik__chr13	1811
Lrrcc1__chr3	5950
Phf14__chr6	7775
Mid1ip1__chrX	2061
Marcksl1__chr4	1603
Hcrtr2__chr9	3736
Gm5424__chr2	1568
Nudt5__chr2	1598
S100b__chr10	1664
Rnf157__chr11	4674
Ngly1__chr14	2913
Gm13288__chr4	2851
Gm13280__chr4	571
Txlna__chr4	4959
Mir1929__chr10	94
Pnmt__chr11	891
S100a2__chr3	317
Apoo-ps__chrX	598
Clptm1__chr7	4145
Asic2__chr11	3800
Cox6b2__chr7	608
Gm10230__chrX	10827
Cd44__chr2	5672
Rnase11__chr14	714
Ccer1__chr10	1869
Cyp11b2__chr15	1634
Alb__chr5	2058
D630033O11Rik__chr9	577
Cd40lg__chrX	1255
Sost__chr11	2068
Ttll12__chr15	3784
Iqcf3__chr9	1130
Ndufs4__chr13	1539
Ptgdr__chr14	3189
Mpzl1__chr1	2362
Katnb1__chr8	3445
Gm16405__chrX	1412
Mir671__chr5	99
Mageb2__chrX	1988
Carhsp1__chr16	2853
Gm4265__chr7	678
Gm21637__chrX	2337
Serpinf2__chr11	2202
Atf1__chr15	2336
Wdr26__chr1	7061
Krt33a__chr11	1686
5830418K08Rik__chr9	7398
Slc6a8__chrX	3977
Mboat4__chr8	1842
2010016I18Rik__chr3	1560
Ttc24__chr3	2261
Gm20605__chr5	4535
Gm21949__chr3	2408
Fam71e1__chr7	854
Ube2c__chr2	937
Per3__chr4	5974
Mrgpra1__chr7	1090
Rnf13__chr3	2874
Zfp160__chr17	3800
Zfp282__chr6	5229
Rpl18a__chr8	1296
Gk2__chr5	1849
Arl2__chr19	874
C1qc__chr4	1057
Ctso__chr3	3461
ERCC-00073	603
Mansc1__chr6	2380
1600029O15Rik__chr9	1812
Hrct1__chr4	914
Itgad__chr7	3995
Chd2__chr7	9110
Pds5a__chr5	4178
Xpc__chr6	3648
Vmn1r3__chr4	922
1110032F04Rik__chr3	2579
Stradb__chr1	2329
1700027I24Rik__chr9	700
Gale__chr4	1547
Crbn__chr6	4064
Mir211__chr7	107
Golm1__chr13	3704
Apobr__chr7	3603
Prkdc__chr16	12760
Dmr__chr5	780
Slc9c1__chr16	3907
Syp__chrX	2489
Prmt1__chr7	1520
Pnpla8__chr12	4414
Ddt__chr10	612
Slc39a8__chr3	3717
Rcor1__chr12	2734
Pde4d__chr13	7066
Uqcc__chr2	2681
Chi3l3__chr3	1550
Abcf2__chr5	2587
Qdpr__chr5	1401
Olfr1036__chr2	1016
Olfr1022__chr2	949
2610203C22Rik__chr1	1250
4930568K20Rik__chr5	1624
5530401A14Rik__chr11	1843
Rps21__chr2	397
Kdm6a__chrX	5294
Apbb3__chr18	2074
Ccrn4l__chr3	3072
1700019B21Rik__chrX	782
Snord42b__chr11	56
Hey2__chr10	2537
Itgav__chr2	7084
Gas5__chr1	2558
BC039966__chr4	525
Isca1__chr13	1919
Nudt21__chr8	1118
Mylk4__chr13	5653
Mst1r__chr9	4725
Emilin3__chr2	3551
Chtf8__chr8	2935
Hfm1__chr5	5353
Scgb2b24__chr7	506
Olfr517__chr7	946
Mlip__chr9	1232
Grap2__chr15	2926
Ctbp2__chr7	4789
Mir325__chr13	28
Slmo2__chr2	1395
Olfr629__chr7	1123
E530001F21Rik__chrX	1129
Ctxn2__chr2	1032
Ear6__chr14	714
Klrg2__chr6	2287
Fam96b__chr8	685
Pla2g2e__chr4	856
Olfr1383__chr11	937
Mboat2__chr12	2813
Vmn2r9__chr5	2553
Ppl__chr16	6299
Gkn1__chr6	1226
Slc44a3__chr3	2575
Klra1__chr6	1676
Ppp1r14d__chr2	746
LOC100048884__chr4	894
2810407C02Rik__chr3	3554
